promedio_asistencia,promedio_seguimiento,nota_parcial_1,inicios_sesion_plataforma,uso_tutorias,riesgo_reprobacion
66.6,3.1,4.3,45,1,0
84.5,3.7,3.7,46,0,0
89.6,2.6,4.1,41,0,0
84.3,3.4,4.6,35,1,0
51.4,2.3,3.2,51,0,1
64.1,3.5,1.7,40,0,0
71.3,3.0,2.8,49,0,0
73.9,3.2,3.3,36,0,0
84.3,3.7,3.1,39,1,0
77.7,2.3,2.0,33,1,0
55.0,2.7,1.7,48,1,1
80.7,3.5,2.4,43,1,0
84.2,4.7,3.6,28,0,0
83.4,3.1,4.3,52,0,0
91.2,3.6,3.7,53,1,0
87.5,3.1,3.8,36,0,0
81.9,4.6,2.9,45,0,0
73.9,2.0,1.6,49,0,1
50.1,3.3,2.6,51,1,0
81.4,2.1,2.8,49,0,1
78.1,1.4,2.6,47,1,1
79.1,3.4,3.0,35,0,0
55.8,3.3,3.4,46,0,1
58.8,3.0,3.7,34,1,0
90.8,3.1,2.8,47,1,1
74.4,5.0,1.5,41,0,0
85.2,3.0,2.6,46,0,0
75.4,3.6,3.0,39,0,0
75.4,2.7,4.0,45,1,0
89.1,3.4,2.5,40,0,0
67.3,3.0,3.4,44,0,0
76.4,2.9,3.2,41,1,0
68.1,4.5,3.0,53,0,0
68.5,4.0,3.7,35,0,0
70.4,3.3,2.5,38,1,0
78.3,1.6,2.5,26,1,1
67.8,2.9,3.0,42,1,0
93.8,5.0,2.5,42,0,0
61.6,3.0,3.4,37,1,0
72.2,4.0,2.4,29,1,1
68.4,4.2,3.2,47,0,0
96.7,3.4,2.9,45,0,0
77.9,2.6,3.2,34,0,0
90.5,1.5,2.6,46,1,0
52.7,3.7,2.7,36,1,0
79.0,2.6,3.1,48,1,1
88.3,3.3,3.2,53,0,1
76.2,2.3,3.0,51,0,0
91.0,3.0,4.4,44,0,0
67.2,3.2,2.2,42,1,1
96.1,3.4,2.9,35,0,0
100.0,2.4,1.7,36,0,0
69.6,4.0,3.3,36,0,0
68.3,2.8,2.1,51,0,1
96.8,2.0,2.8,32,0,1
98.7,3.1,2.7,50,1,0
67.2,3.2,3.2,47,0,0
68.7,3.3,2.6,43,0,0
70.8,4.2,2.5,44,0,0
54.8,3.0,4.1,45,0,0
61.2,3.1,3.2,39,1,0
59.9,2.4,2.6,47,0,1
63.5,3.8,2.8,39,0,1
74.5,3.3,4.3,45,1,0
78.5,2.9,2.8,46,0,1
98.3,1.9,2.4,34,1,0
60.0,4.2,2.5,54,0,0
89.8,2.3,2.6,25,0,0
71.8,2.8,2.5,43,0,0
74.3,3.5,2.0,47,0,1
85.1,2.4,2.1,34,1,0
58.2,2.2,2.3,42,1,1
80.7,1.7,3.5,37,0,0
77.5,3.7,2.7,40,0,0
82.4,2.8,2.8,47,1,0
79.3,5.0,4.0,38,0,0
100.0,2.5,4.0,35,0,0
65.4,2.6,2.8,36,0,0
67.0,2.8,2.5,34,0,0
65.7,3.4,2.3,35,0,1
66.7,2.9,3.6,40,0,0
65.4,3.6,2.8,45,0,0
92.8,2.5,2.7,44,1,0
96.3,2.2,2.3,48,0,1
66.4,1.9,2.4,38,0,1
62.5,1.6,3.3,55,0,1
82.1,2.8,1.9,41,1,1
66.7,3.0,3.8,41,0,0
84.5,2.8,2.6,41,0,1
78.0,4.1,2.9,56,1,0
52.3,4.1,1.9,47,0,0
98.2,3.0,3.0,39,0,0
100.0,1.9,2.7,36,1,0
65.8,2.8,3.0,42,0,0
69.2,2.8,4.2,43,0,0
79.3,2.7,3.1,36,0,0
80.0,2.7,2.4,32,1,0
84.9,2.7,2.4,24,0,1
100.0,2.9,3.5,35,1,0
72.3,2.8,4.0,35,1,0
63.0,3.3,3.2,27,0,0
54.3,3.5,3.6,50,1,1
64.0,2.6,3.5,36,0,0
74.5,4.1,4.1,37,0,0
100.0,2.5,1.4,39,0,0
67.2,2.1,3.5,43,0,0
78.4,3.5,3.8,34,0,0
74.8,2.6,1.9,50,0,1
92.8,3.4,2.3,46,0,1
100.0,1.5,2.3,40,0,0
67.0,4.2,2.4,44,1,1
67.7,3.7,2.6,38,0,1
90.7,2.1,3.2,28,1,0
85.2,2.2,3.7,43,1,1
100.0,4.4,3.9,33,0,0
83.8,2.7,2.3,50,0,1
69.6,2.6,2.3,43,0,1
83.9,1.6,4.1,38,1,1
91.6,3.0,3.5,36,0,0
87.3,3.0,3.1,38,0,0
82.6,3.7,3.4,40,0,0
91.0,2.2,3.0,37,0,0
92.5,2.1,3.4,34,0,0
95.7,3.5,2.7,54,0,1
84.7,3.9,3.2,39,0,0
72.5,2.1,1.8,44,1,0
77.2,4.0,2.4,33,1,1
93.1,3.2,2.5,46,0,0
62.7,4.0,2.7,32,1,0
80.5,3.2,2.3,42,1,0
69.1,1.4,2.6,38,0,1
75.4,3.1,1.8,44,0,0
94.2,3.9,3.4,34,1,0
77.9,2.6,2.9,41,0,0
75.7,2.9,1.6,28,1,1
54.6,3.1,2.3,45,0,1
86.2,1.2,3.3,42,0,0
84.7,4.4,2.6,39,0,1
100.0,2.6,2.4,48,0,0
70.4,3.6,2.9,53,0,0
78.3,3.1,3.3,31,0,0
78.7,4.1,1.9,38,0,1
98.7,3.5,3.4,28,0,0
73.6,3.0,2.4,36,0,0
79.2,2.6,3.0,40,1,0
84.1,3.8,3.0,36,0,1
77.8,1.9,2.6,36,1,0
68.3,3.7,2.2,39,1,0
77.9,2.4,2.8,46,0,1
91.1,4.1,4.3,48,0,0
59.6,3.3,1.9,44,1,1
77.0,3.7,4.4,48,1,0
64.5,3.3,2.8,34,0,0
92.9,2.0,3.0,44,1,1
52.2,2.6,2.1,33,0,0
66.6,3.7,2.4,38,0,0
80.7,3.3,2.6,44,0,0
98.5,4.0,2.2,42,0,0
74.0,3.5,2.8,36,1,0
66.7,2.5,2.7,48,1,1
100.0,2.6,4.5,39,0,0
53.3,3.3,2.1,31,0,0
42.0,1.6,3.1,39,0,1
81.6,4.4,3.2,45,0,0
67.5,3.5,2.1,44,0,0
59.7,4.1,3.5,44,0,1
85.6,2.1,2.7,36,0,0
78.7,4.1,1.0,47,0,1
66.5,4.8,3.5,40,1,0
55.8,2.3,2.1,53,1,1
88.1,3.7,2.2,33,0,0
84.8,3.2,3.6,46,0,0
73.5,2.1,2.7,31,0,1
100.0,3.5,3.7,35,0,0
58.9,3.8,4.0,37,1,0
52.1,2.8,2.5,31,0,0
64.6,4.0,3.6,38,0,0
74.3,2.0,2.4,30,0,1
78.7,2.2,4.8,40,1,0
71.4,3.3,2.4,42,0,1
80.3,3.2,3.8,43,0,0
56.2,2.7,3.7,41,1,0
96.7,3.8,3.3,34,0,0
73.8,3.6,2.5,36,0,0
91.8,3.8,2.9,42,0,0
80.1,3.1,1.3,36,1,1
81.9,3.6,3.2,45,1,1
83.5,2.9,3.3,30,0,0
81.7,4.6,3.1,55,0,0
84.6,2.6,1.0,37,0,1
94.9,4.7,2.0,46,0,0
77.9,3.2,2.4,37,0,0
85.6,2.2,3.2,39,0,0
73.7,4.2,3.2,40,0,0
96.6,3.3,2.9,31,1,1
64.9,3.8,3.5,41,0,0
100.0,4.1,2.2,42,0,1
74.4,3.4,3.5,35,0,0
53.5,2.8,3.4,45,0,1
76.9,3.9,3.3,32,0,0
64.8,3.2,2.9,44,0,0
87.6,3.7,4.5,40,1,0
65.2,1.7,3.4,38,1,0
68.3,3.5,2.2,35,0,1
46.7,2.8,3.2,40,0,0
68.2,4.4,3.6,44,0,0
38.6,3.6,2.5,26,1,1
51.2,3.4,3.9,34,0,0
86.4,3.5,3.3,41,0,0
86.8,2.5,1.1,36,1,0
81.4,4.3,3.2,47,1,0
60.5,4.6,2.7,34,1,0
74.3,3.5,3.4,52,1,0
74.9,4.3,3.8,35,0,0
57.6,2.8,3.2,45,1,0
97.6,2.6,4.3,41,0,0
88.2,3.2,2.9,37,1,1
71.7,3.5,3.5,39,0,0
75.4,2.9,3.6,41,0,0
78.1,3.6,2.9,43,0,0
44.4,3.4,3.6,40,0,0
71.3,2.5,2.5,28,0,0
64.8,3.6,2.7,41,0,0
60.0,3.8,2.0,34,0,1
70.8,3.3,3.2,33,0,0
100.0,4.0,3.3,29,0,0
84.6,2.3,3.9,41,0,1
66.4,3.5,3.6,47,0,0
83.6,2.4,2.8,40,1,0
96.0,2.4,2.1,45,0,1
88.9,2.8,3.3,47,0,0
75.9,2.5,3.9,42,0,0
65.3,2.8,3.6,47,1,0
85.5,3.1,3.9,41,0,0
80.9,3.8,2.8,30,0,0
88.4,3.0,2.6,48,1,0
84.5,2.1,2.4,52,1,0
90.7,4.0,3.0,50,1,0
67.0,2.6,2.9,45,0,1
94.8,3.2,3.2,31,1,0
78.0,3.5,2.9,46,0,1
100.0,3.3,2.9,40,1,0
64.7,4.0,2.4,33,1,0
100.0,3.5,3.8,36,1,0
78.0,2.6,3.1,41,0,0
65.2,4.7,2.9,40,1,0
67.7,3.3,2.4,37,0,1
70.2,3.1,1.9,41,0,1
81.4,3.9,4.0,36,0,0
82.8,3.4,3.4,39,0,1
66.4,3.5,1.7,44,0,0
74.6,4.9,3.6,40,0,0
100.0,3.0,3.7,50,0,0
100.0,3.0,3.1,48,0,0
81.5,3.3,4.3,49,1,0
75.6,4.0,3.2,43,1,0
76.8,2.1,1.9,32,0,0
84.2,1.8,3.3,43,1,0
59.7,2.8,3.2,44,0,0
71.1,2.1,2.5,45,1,1
50.0,2.9,3.5,44,0,0
81.0,3.6,1.7,41,1,0
84.7,2.6,3.8,36,1,0
67.8,2.2,2.3,39,0,1
98.6,3.2,2.2,30,0,0
56.6,3.8,2.9,42,0,0
53.0,2.0,3.3,45,0,0
78.4,3.8,3.1,43,0,0
90.7,3.8,2.4,45,0,0
100.0,3.9,2.6,36,0,0
68.1,4.1,2.1,47,0,0
91.2,4.7,2.8,47,1,0
74.4,3.0,3.9,49,1,0
72.4,3.3,3.0,43,0,1
88.3,2.9,3.7,33,0,0
84.8,3.2,4.2,42,0,0
51.4,4.3,2.5,34,0,0
97.1,2.3,2.9,34,0,0
95.7,2.6,4.7,41,1,0
65.6,4.2,4.2,42,1,0
80.9,3.9,1.7,38,0,0
82.4,2.9,3.3,31,0,0
78.9,3.8,3.0,41,1,0
66.7,3.4,3.7,39,1,0
64.9,4.3,2.4,44,1,0
74.6,3.3,2.3,48,0,1
92.6,3.9,2.5,50,0,0
83.2,5.0,2.5,44,0,0
69.4,3.6,3.7,41,0,0
86.6,3.2,2.1,41,1,0
32.3,3.7,2.5,41,0,0
92.2,2.9,1.6,39,1,0
48.9,4.9,3.8,31,0,0
69.6,3.3,4.0,48,1,0
58.2,3.0,2.7,45,0,0
55.6,2.6,2.8,39,0,1
92.4,4.0,3.4,32,0,0
68.0,3.8,4.2,42,0,0
80.2,2.9,3.3,39,1,0
74.3,3.6,2.4,33,0,1
82.2,2.1,1.7,43,1,1
76.2,3.3,2.1,39,0,0
55.8,3.5,3.1,41,0,0
89.9,4.4,2.5,52,1,1
67.6,2.7,3.2,33,1,0
51.7,2.3,2.6,32,0,1
68.6,2.6,2.2,42,1,1
97.5,2.3,2.1,41,0,0
87.8,4.1,4.2,42,0,0
69.8,4.3,3.7,42,1,0
69.8,3.4,4.4,43,0,0
70.2,4.1,3.4,44,0,0
100.0,3.3,2.7,40,0,1
80.7,3.1,4.1,36,0,0
81.5,3.0,3.0,30,0,1
90.5,3.0,3.2,46,0,1
78.6,2.1,3.0,37,1,1
71.1,3.4,1.0,30,0,0
72.1,3.2,4.3,47,0,0
73.9,3.7,3.4,42,1,0
74.4,3.3,3.3,40,0,0
85.9,3.1,3.0,47,1,0
75.8,2.6,3.1,45,1,0
86.0,3.3,2.5,35,1,1
73.8,3.7,3.5,49,0,0
76.2,2.4,2.0,35,0,1
45.0,3.3,3.1,47,0,1
88.7,3.4,3.4,54,0,0
80.2,2.7,2.8,29,0,1
90.0,2.8,3.3,43,0,1
31.6,3.4,2.2,45,0,1
100.0,2.4,2.2,40,0,1
72.9,3.4,3.2,33,0,0
91.6,2.6,3.5,33,1,1
59.4,3.9,1.5,53,0,1
84.2,4.8,3.4,34,0,0
59.2,2.6,2.6,40,0,0
65.6,3.6,2.8,43,0,0
100.0,2.7,1.9,37,0,1
72.1,3.9,2.3,29,0,1
78.3,2.3,3.8,45,0,1
88.1,3.5,3.0,44,1,0
82.4,2.6,2.7,43,0,0
77.3,3.1,2.9,33,0,0
80.5,2.5,3.4,43,0,0
100.0,3.8,3.4,52,0,0
74.1,2.6,2.9,36,0,1
78.0,3.6,3.9,40,0,0
90.8,3.0,3.8,37,1,0
91.6,3.1,3.3,50,0,0
92.8,3.3,3.0,45,0,0
84.6,2.7,3.5,50,0,0
57.9,3.3,3.3,39,1,1
99.5,4.3,3.8,46,0,0
57.8,2.7,3.7,47,0,0
79.5,4.0,2.2,46,1,0
63.7,4.2,2.1,36,1,0
74.0,2.6,2.4,39,0,1
79.9,2.2,3.8,41,0,0
79.8,3.4,1.7,33,0,0
81.3,2.8,3.3,38,0,0
99.2,4.5,3.3,44,0,0
81.8,3.2,3.9,41,1,0
71.3,2.6,3.1,37,1,0
89.5,2.4,1.9,35,0,1
92.8,4.0,2.2,38,1,0
56.6,2.8,2.1,36,1,1
84.0,3.2,2.6,30,1,0
85.5,3.9,2.9,26,1,0
70.5,2.9,2.1,45,0,0
95.6,3.2,4.2,37,0,0
72.7,3.2,1.9,47,0,0
76.9,3.7,4.1,28,0,0
72.4,3.6,3.9,55,0,0
75.2,3.0,3.7,40,0,1
58.6,3.2,2.4,38,0,0
53.4,2.9,3.3,44,0,0
98.9,2.2,2.0,33,0,0
62.3,3.4,3.7,37,0,1
60.1,4.5,2.9,44,0,0
42.7,2.6,2.7,42,0,1
65.4,2.7,2.0,44,0,0
55.2,2.6,1.0,43,1,1
99.6,3.7,2.2,35,0,1
90.1,3.5,3.9,50,0,0
64.7,3.1,2.7,44,0,1
100.0,2.6,2.9,42,0,0
89.7,3.3,3.5,39,0,0
70.1,2.1,4.4,33,0,1
37.5,3.3,4.1,32,1,0
100.0,3.8,2.2,37,1,0
54.2,2.3,1.4,42,0,0
50.3,2.1,4.9,30,0,0
90.3,4.3,4.8,37,0,0
100.0,2.8,3.2,36,0,0
95.8,4.0,2.0,40,1,0
83.5,3.1,3.8,45,0,0
83.9,3.1,2.9,37,0,1
87.8,3.5,2.9,44,0,0
86.4,2.6,3.7,38,0,0
79.2,3.3,3.3,38,1,0
76.6,2.9,2.1,39,0,0
74.1,2.3,2.7,45,0,1
63.7,3.4,3.5,38,0,1
70.8,3.0,3.4,27,0,1
49.6,3.1,3.2,25,0,0
73.5,2.4,3.7,42,0,0
60.2,4.3,2.7,32,0,0
58.4,3.8,3.1,40,0,0
77.7,3.9,1.0,43,0,1
95.9,3.0,2.6,40,0,1
88.8,2.0,3.6,40,0,0
51.4,4.6,2.7,39,0,0
60.2,3.2,2.6,42,1,0
89.1,2.7,2.2,39,0,1
60.3,3.5,3.8,39,0,0
71.6,4.0,3.4,43,1,0
83.3,3.2,3.7,57,0,0
60.5,4.1,1.6,41,1,0
76.6,4.0,2.9,51,1,0
55.0,2.4,2.8,32,0,1
66.0,2.7,2.8,43,1,0
79.8,3.9,2.5,48,0,1
51.1,1.3,2.7,54,0,0
81.6,3.1,3.7,43,1,0
74.7,2.2,1.5,28,0,1
83.3,2.9,4.4,30,0,0
78.4,3.0,3.4,41,1,0
95.5,2.9,3.0,48,1,0
76.9,2.8,3.7,44,0,0
68.6,2.4,1.8,36,1,1
76.8,4.8,2.5,37,0,0
83.1,4.5,2.9,42,0,0
75.7,2.4,4.1,47,0,0
75.6,4.3,3.0,44,0,0
64.5,2.9,3.4,45,0,0
65.1,3.3,2.5,32,0,0
54.0,3.2,3.4,39,0,1
100.0,2.7,4.3,44,0,0
56.3,3.9,3.8,40,1,0
64.6,3.3,2.9,45,0,0
64.2,2.9,3.5,40,0,1
88.4,2.3,3.5,31,1,0
70.6,2.6,3.4,45,0,1
93.7,2.1,3.9,44,1,0
64.9,3.2,3.9,52,0,0
79.2,2.4,2.9,42,0,1
62.5,3.0,3.5,41,0,0
100.0,4.2,2.7,42,0,0
57.2,4.0,2.3,41,0,1
79.6,3.2,2.8,50,0,0
84.5,3.1,2.9,29,1,0
81.2,4.5,1.7,35,0,0
72.2,3.6,3.7,39,0,0
73.1,3.0,1.0,51,1,1
75.7,2.2,5.0,35,0,0
72.8,3.5,4.2,43,1,0
89.5,3.8,2.8,34,0,1
100.0,2.8,3.0,55,0,0
66.6,3.4,3.2,34,0,0
54.5,2.9,2.5,42,0,0
73.7,3.1,3.2,36,0,1
100.0,1.5,2.9,50,1,0
62.9,3.0,2.9,39,0,0
99.6,3.9,3.1,43,0,0
100.0,2.8,1.9,38,0,0
66.7,3.2,3.0,35,0,0
83.5,2.7,3.1,44,0,0
99.4,3.5,3.1,46,0,0
69.3,3.0,2.8,45,0,0
71.9,2.5,3.9,40,0,0
66.3,4.1,2.7,42,1,0
59.8,3.9,3.2,41,0,0
65.3,2.8,4.0,41,0,0
56.6,3.5,2.9,38,1,0
75.5,3.6,3.2,46,1,0
63.5,3.6,2.9,56,0,0
78.5,2.0,4.0,45,1,1
51.7,3.9,2.8,40,0,0
80.0,2.8,4.0,36,0,0
87.5,2.9,2.9,40,1,1
45.1,5.0,2.3,27,1,0
80.6,3.4,3.5,53,0,0
93.4,2.9,2.8,40,0,0
56.9,1.7,3.5,38,0,0
100.0,4.2,1.0,44,0,0
81.3,2.3,3.0,44,1,1
64.4,2.5,2.6,44,0,0
74.2,3.0,2.1,33,0,0
83.4,4.2,2.6,49,0,0
76.1,3.7,2.5,46,1,0
83.1,3.1,3.0,39,0,0
61.2,3.4,1.9,42,0,1
77.5,2.8,3.3,36,1,0
53.8,3.3,4.1,39,0,0
73.3,3.3,3.2,39,1,0
61.4,3.9,3.6,34,0,0
64.0,3.9,3.9,44,0,0
93.5,3.5,4.0,51,0,0
91.4,2.9,4.5,36,0,0
84.1,3.7,2.6,34,0,1
58.6,3.1,2.4,48,0,0
70.3,2.4,3.6,38,0,1
93.2,2.9,3.6,47,0,0
77.1,3.3,3.6,49,0,0
100.0,3.8,4.5,40,0,0
80.9,3.1,3.0,35,0,0
77.9,2.4,3.3,39,0,0
70.4,3.2,2.2,40,0,1
77.0,3.3,4.7,38,0,0
72.7,3.3,2.7,39,0,0
85.6,3.8,2.8,48,0,0
89.4,3.9,2.7,42,0,0
63.2,2.8,2.5,44,0,1
55.0,2.8,2.4,32,1,1
47.5,2.5,2.6,29,0,0
82.6,3.7,1.9,28,0,0
58.4,4.2,2.4,43,0,1
42.7,3.0,4.6,38,1,0
80.8,3.0,3.6,39,0,0
100.0,4.2,3.7,51,0,0
74.9,3.6,3.9,50,1,0
87.6,3.5,4.5,47,0,0
76.2,2.4,1.6,45,0,0
73.5,3.7,2.0,40,0,1
88.8,2.5,2.4,47,0,0
70.6,2.4,2.6,38,0,1
79.0,3.0,2.8,37,0,0
79.8,2.8,2.6,34,1,1
65.0,3.0,3.2,40,0,1
89.9,2.2,3.0,33,1,1
72.4,3.9,2.4,36,1,0
63.7,4.0,1.3,45,0,1
83.0,1.8,2.2,42,0,1
61.5,3.9,2.6,56,0,0
75.4,2.6,2.8,44,0,0
74.9,3.8,2.1,40,0,1
91.3,3.2,2.6,38,0,0
82.1,3.2,2.1,40,1,0
74.6,3.1,2.9,34,0,0
87.3,4.0,2.1,32,0,0
95.9,2.3,2.3,36,1,1
83.4,3.6,2.0,34,0,0
75.2,4.0,2.9,46,0,0
55.3,3.7,2.3,37,0,0
59.0,4.8,3.7,48,0,0
70.4,2.8,3.3,52,0,0
65.9,3.9,2.9,37,1,1
72.2,3.1,2.4,49,0,1
75.8,4.1,3.3,38,0,0
82.9,3.2,3.6,51,0,0
73.9,2.9,3.1,35,0,1
82.3,4.1,4.3,35,0,0
76.0,2.9,3.4,35,0,0
45.4,2.2,3.7,31,0,0
60.9,2.8,3.1,42,0,1
72.8,3.6,3.5,28,0,1
56.9,4.2,2.4,43,1,0
84.0,3.3,2.6,38,0,0
98.0,4.1,3.3,41,0,0
93.3,2.2,3.3,40,0,1
71.8,2.9,3.4,32,0,1
97.4,3.0,3.9,35,1,0
77.2,3.1,1.9,37,0,0
69.9,3.3,2.2,48,1,0
65.8,3.7,3.2,40,1,0
70.5,2.9,2.4,38,0,0
69.2,3.3,5.0,32,1,0
77.6,3.2,3.4,46,1,0
77.4,2.6,2.9,47,0,1
75.0,3.1,2.6,51,0,0
81.6,3.1,2.6,46,0,0
92.9,3.1,3.0,41,0,0
89.2,3.2,3.1,48,0,0
52.7,3.3,2.6,53,0,0
36.7,2.9,2.8,42,0,0
89.0,4.1,4.1,31,0,0
54.5,2.4,4.1,46,1,0
71.6,2.7,3.2,31,0,0
57.4,5.0,1.9,48,0,0
48.0,2.5,3.4,33,0,0
83.1,2.3,4.2,44,0,0
86.4,3.7,4.1,43,1,0
66.4,1.7,3.6,39,0,1
36.1,3.0,4.1,53,1,0
66.8,4.7,3.0,42,0,0
80.9,2.1,3.5,52,1,0
52.8,1.8,2.5,43,1,1
77.8,2.2,3.2,41,1,1
74.8,3.8,4.1,49,0,0
83.7,4.0,2.5,47,0,0
76.8,2.8,2.3,48,0,1
60.4,3.7,3.1,31,0,0
92.9,4.2,2.8,40,0,0
72.6,4.5,3.5,31,0,0
74.6,3.0,2.6,45,1,1
61.0,1.6,4.4,34,0,0
68.4,2.6,2.0,36,1,1
61.7,2.9,4.0,40,0,0
72.4,3.0,2.4,38,0,1
100.0,3.1,1.6,47,0,0
54.4,4.0,3.2,39,0,0
50.8,4.1,2.8,31,0,0
97.1,3.1,2.1,44,1,0
71.9,4.0,1.7,43,0,1
65.0,3.5,3.0,34,1,0
90.6,3.2,3.8,41,1,0
65.9,3.8,3.5,42,0,0
100.0,3.3,3.0,47,1,0
85.2,4.6,3.4,38,1,0
67.7,2.2,3.0,50,1,0
100.0,2.8,1.9,50,1,0
65.9,3.1,1.9,38,1,1
86.1,3.5,2.8,39,0,0
79.5,4.1,2.9,35,0,0
94.5,3.2,3.7,32,1,0
98.4,2.2,3.6,36,1,1
75.5,3.8,3.5,31,0,0
63.7,3.7,2.8,49,0,0
81.9,1.8,1.9,45,0,0
64.8,3.2,3.3,39,0,0
100.0,2.1,3.4,42,0,1
77.0,2.7,1.1,51,0,0
69.5,2.6,2.3,43,1,0
77.8,3.8,2.4,42,0,0
54.8,3.3,3.1,49,0,0
60.4,2.3,2.4,40,1,1
93.0,3.8,3.0,27,1,0
65.1,2.2,2.8,48,0,1
59.3,3.4,2.9,39,0,1
83.0,2.6,2.4,34,0,1
92.8,2.9,2.5,43,1,0
85.8,3.6,2.1,53,0,0
89.9,3.6,3.3,40,0,0
63.6,4.1,3.5,40,1,0
53.7,3.1,2.4,49,1,0
97.5,3.4,4.2,32,0,0
70.2,2.9,2.7,41,0,1
71.2,3.3,4.2,36,0,0
94.9,3.5,2.5,43,0,1
83.3,3.1,1.4,29,0,1
81.8,1.9,3.3,46,0,1
100.0,3.4,3.2,49,0,0
65.3,3.5,3.0,54,0,0
88.9,2.7,2.5,41,1,1
75.9,2.3,3.0,43,0,1
79.0,4.2,2.6,42,0,0
97.9,3.5,2.8,40,1,0
82.6,3.0,3.7,41,0,1
83.1,2.4,3.1,36,1,0
91.1,2.6,3.5,42,0,0
69.5,4.1,2.8,34,0,0
62.4,3.3,2.7,50,0,0
59.3,2.8,2.1,33,0,1
45.5,3.6,2.7,36,0,0
100.0,2.6,1.0,38,0,1
58.5,4.3,2.5,45,0,0
71.7,4.1,2.9,36,0,0
70.8,2.9,3.5,41,0,0
79.6,2.8,2.8,46,0,0
87.2,1.4,3.3,57,0,0
87.9,2.2,1.3,37,1,1
66.3,2.3,3.0,41,0,1
72.5,3.3,1.7,48,1,1
79.2,3.0,2.0,47,0,1
71.3,2.3,2.9,34,0,0
99.1,3.0,4.0,43,0,0
82.4,3.6,3.3,43,1,0
86.0,3.6,3.0,46,1,0
84.9,1.9,3.0,43,1,1
92.6,3.1,2.4,53,0,0
77.7,2.2,2.6,43,1,0
55.5,3.8,3.3,48,0,1
81.0,3.7,1.9,39,0,0
65.2,2.6,3.5,54,0,0
67.1,2.7,2.7,38,0,0
83.8,2.9,3.7,35,1,0
93.6,1.6,3.8,37,0,0
75.3,3.4,1.7,43,0,0
79.6,3.0,2.5,33,0,0
100.0,3.9,2.3,39,1,0
78.6,2.4,1.5,40,0,0
100.0,2.8,2.2,37,0,1
83.5,2.1,5.0,34,0,0
48.6,2.5,3.5,39,1,0
86.3,2.4,4.5,35,1,0
80.7,3.9,3.7,45,0,0
94.3,2.7,2.4,43,0,1
85.1,3.3,2.7,43,1,1
72.9,2.9,3.5,33,1,0
56.6,2.3,3.4,53,0,0
71.9,3.1,2.5,42,0,1
62.2,3.6,1.8,37,1,0
66.3,2.4,5.0,51,0,0
83.8,3.8,2.9,48,0,0
100.0,2.6,2.7,39,0,0
80.9,2.9,3.1,53,0,1
57.1,3.6,2.8,43,0,0
81.7,2.7,3.1,37,1,1
92.9,3.2,4.0,45,0,0
65.9,3.0,2.9,46,1,1
73.0,3.3,2.1,39,1,0
75.2,1.5,2.9,47,0,1
63.2,1.9,2.6,49,1,1
84.7,3.6,4.1,41,0,0
73.2,3.9,3.9,23,0,0
81.3,2.6,3.1,29,0,0
61.7,3.0,2.0,41,0,1
68.4,3.4,2.0,36,0,0
85.8,3.7,3.0,37,0,0
69.4,1.8,3.3,39,0,0
100.0,2.6,2.7,42,0,0
69.0,3.0,2.6,30,1,0
78.4,3.7,2.5,41,1,0
89.0,4.9,3.0,37,0,0
53.7,3.0,1.1,40,0,1
48.6,2.2,2.1,40,0,1
52.1,3.5,2.5,50,0,0
93.9,4.1,4.0,44,1,0
66.7,3.3,2.3,36,1,0
100.0,2.6,3.1,42,0,0
66.5,3.9,3.2,40,0,0
77.8,3.7,4.0,45,0,0
98.1,2.5,4.0,40,0,0
100.0,3.5,3.0,48,1,0
100.0,3.9,2.6,43,0,0
93.1,4.0,2.5,37,1,0
90.4,3.2,2.8,35,0,1
83.9,2.9,2.7,28,0,1
86.7,4.1,3.4,43,0,0
66.7,2.4,3.3,44,0,1
62.7,3.5,3.5,37,1,0
74.9,2.2,4.0,45,1,0
72.4,3.9,4.5,36,1,0
68.2,3.0,3.1,39,0,1
85.4,4.1,3.9,34,1,0
89.3,3.5,2.7,44,0,0
76.3,2.3,3.9,43,0,1
97.2,4.2,3.8,27,0,0
57.9,4.3,3.8,40,0,0
72.1,3.8,3.1,44,1,0
64.2,2.7,2.5,34,0,1
47.0,3.0,1.9,31,0,1
73.8,3.3,3.0,45,0,1
73.2,2.7,4.2,48,0,0
97.7,4.4,2.8,33,0,0
84.5,3.3,3.6,36,0,0
59.6,1.3,3.7,38,1,1
100.0,3.4,2.8,37,0,1
93.3,3.0,4.1,43,1,0
83.7,3.1,1.0,48,0,1
71.6,2.9,2.0,47,0,0
60.6,3.8,2.3,39,0,0
69.4,4.0,2.3,39,1,0
91.3,3.4,3.3,33,0,0
100.0,3.0,3.2,38,0,0
98.1,3.2,3.3,29,1,0
67.7,3.2,3.5,45,0,0
58.2,2.6,2.2,41,1,0
77.1,3.6,2.0,34,0,1
48.5,3.5,3.3,34,1,0
79.8,4.3,2.5,27,0,0
72.8,4.1,1.7,35,0,1
68.0,2.7,3.8,30,0,0
51.1,3.8,4.1,42,0,0
82.7,2.5,4.2,41,1,0
67.0,3.7,3.1,44,1,0
57.5,2.8,3.5,37,0,1
31.9,2.5,4.1,36,0,0
74.6,3.4,2.5,39,0,0
100.0,1.3,3.9,39,0,0
99.9,2.0,3.2,45,0,0
68.1,3.1,3.7,41,0,0
66.0,3.3,3.1,43,0,0
